Haltestelle Name;Haltestelle Nummer;Globale ID;X-Koordinate;Y-Koordinate;AGS Gemeinde;Gemeinde;AGS Landkreis;Landkreis;AGS Bundesland;Bundesland;Referenzhaltestelle Lief.
Lückstedt, Tankstelle;6318;de:15090:6318;11,595159;52,823402;15090007;Altmärkische Höhe;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüdelsen, Oberdorf;22747;de:15081:22747;10,931960;52,687309;15081225;Jübar;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüdelsen, Ort;283;de:15081:283;10,943568;52,686389;15081225;Jübar;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüdelsen, Unterdorf;22746;de:15081:22746;10,952114;52,689790;15081225;Jübar;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüderitz, Am Hopfendamm/Str. d.Freundschaft(virt.);9310075;de:15090:9310075;11,744360;52,511540;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüderitz, Freibad (virt.);9310076;de:15090:9310076;11,743020;52,506080;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüderitz, IX (virt.);9310077;de:15090:9310077;11,744380;52,510230;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüderitz, Schleußer Str. 14 (virt.);9310079;de:15090:9310079;11,739190;52,509510;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüderitz, Schule;111;de:15090:111;11,751398;52,506394;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüderitz, Str. der Freundschaft 45 (virt.);9310080;de:15090:9310080;11,740290;52,506730;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüderitz, Str. der Freundschaft 52 (virt.);9310081;de:15090:9310081;11,741860;52,508040;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüderitz, VII (virt.);9310078;de:15090:9310078;11,748280;52,507660;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüderitz, Wartehalle;2;de:15090:2;11,745228;52,508560;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüffingen (Hemstedt), Ort;369;de:15081:369;11,411716;52,567940;15081135;Gardelegen;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüge (Fleetmark), Ort;619;de:15081:619;11,349252;52,760155;15081030;Arendsee (Altmark);15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Luisenhof (Doberschütz);13293;de:14730:13293;12,726648;51,528367;14730080;Doberschütz;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Luisenthal (Magdeburg) (Ersatzhalt);7024;de:15003:7024;11,714650;52,084146;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Luko, Dorfstr.;6195;de:15091:6195;12,315705;51,924223;15091060;Coswig (Anhalt);15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Luko, Mitte;3964;de:15091:3964;12,324171;51,925045;15091060;Coswig (Anhalt);15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lumpzig, Abzweig Prehna;11703;de:16077:11703;12,267326;50,931477;16077029;Lumpzig;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lumpzig, Bockwindmühle;31074;de:16077:31074;12,254719;50,935766;16077029;Lumpzig;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lumpzig, Gasthof;11708;de:16077:11708;12,265312;50,946982;16077029;Lumpzig;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lunstädt (Roßbach);3502;de:15088:3502;11,908506;51,261162;15088065;Braunsbedra;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luppa (Wermsdorf), Dresdener Str.;17501;de:14730:17501;12,959856;51,332797;14730330;Wermsdorf;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Luppa (Wermsdorf), Eiskellerweg;17503;de:14730:17503;12,959305;51,331736;14730330;Wermsdorf;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Luppa (Wermsdorf), Naturbad;17500;de:14730:17500;12,974377;51,345803;14730330;Wermsdorf;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Luppa (Wermsdorf), Torgauer Str.;17502;de:14730:17502;12,960176;51,337507;14730330;Wermsdorf;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Luppenau, Abzweig Tragarth;10089;de:15088:10089;12,052671;51,359034;15088330;Schkopau;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luppenau, Löpitz;9883;de:15088:9883;12,043130;51,367168;15088330;Schkopau;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luppenau, Lössen;9884;de:15088:9884;12,039276;51,372950;15088330;Schkopau;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luppenau, Tragarth;9885;de:15088:9885;12,053578;51,361870;15088330;Schkopau;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüptitz, Goethestr. (Hohburg);16976;de:14729:16976;12,774935;51,393425;14729245;Lossatal;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Lüptitz (Hohburg), Wartehalle;11594;;12,773679;51,391784;14729245;Lossatal;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Lüptitz, Wurzener Str. (Hohburg);16977;de:14729:16977;12,773625;51,393396;14729245;Lossatal;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Luso;7790;de:15082:7790;12,129607;51,956053;15082430;Zerbst/Anhalt;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Lutherstadt Eisleben;8012279;de:15087:8012279;11,550880;51,518314;15087130;Eisleben;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Lutherstadt Wittenberg Altstadt;8012280;de:15091:8012280;12,641431;51,863767;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lutherstadt Wittenberg Hbf;8010222;de:15091:8010222;12,662285;51,867811;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lutherstadt Wittenberg West;8012281;de:15091:8012281;12,607773;51,870717;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lutherstadt Wittenberg-Labetz;8013275;de:15091:8013275;12,694192;51,871456;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lutherstadt Wittenberg-Piesteritz;8012282;de:15091:8012282;12,596775;51,871862;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lutherstein (Tornau);879;de:15091:879;12,607612;51,679024;15091110;Gräfenhainichen;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lütnitz (Möckern);5889;de:15086:5889;11,934837;52,121280;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lutschütz (Göhren);31075;de:16077:31075;12,343888;50,967188;16077008;Göhren;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lüttchendorf;2394;de:15087:2394;11,626572;51,501952;15087386;Seegebiet Mansfelder Land;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüttchendorf, Fortuna;2395;de:15087:2395;11,628213;51,498427;15087386;Seegebiet Mansfelder Land;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüttchendorf, Schule;9517;de:15087:9517;11,631498;51,499945;15087386;Seegebiet Mansfelder Land;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüttchenseyda (Gentha);994;de:15091:994;12,893586;51,857203;15091145;Jessen (Elster);15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüttgenrode, Dorfstr.;5328;de:15085:5328;10,659565;51,970080;15085230;Osterwieck;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüttgenrode, Kaserne;5329;de:15085:5329;10,659586;51,965909;15085230;Osterwieck;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüttgenziatz;6126;de:15086:6126;12,019103;52,192420;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lüttnitz (Mügeln), Abzweig;17504;de:14730:17504;13,074164;51,219258;14730200;Mügeln;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Lützen;8012272;de:15084:8012272;12,136533;51,249828;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Am alten Bahnhof;11921;de:15084:11921;12,137994;51,250670;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Bad;9887;de:15084:9887;12,140258;51,259915;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Gedenkstätte;728;de:15084:728;12,157293;51,268214;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Gustav-Adolf-Denkmal;11924;de:15084:11924;12,154773;51,267006;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Gustav-Adolf-Str.;11922;de:15084:11922;12,144496;51,260701;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Gustav-Adolf-Str. [offen];3334;de:15084:3334;12,144456;51,260747;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Hort;750;de:15084:750;12,144212;51,257795;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Karl-Marx-Str.;31137;de:15084:31137;12,145619;51,258800;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Markt;3335;de:15084:3335;12,141401;51,258392;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Parkgaststätte;735;de:15084:735;12,156433;51,268004;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Pflegeheim;3560;de:15084:3560;12,148724;51,263437;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Schule;742;de:15084:742;12,140483;51,255647;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Starsiedeler Str.;3330;de:15084:3330;12,139841;51,251915;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Sternbräu;11920;de:15084:11920;12,138813;51,252599;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützen, Sternbräu [offen];3314;de:15084:3314;12,138754;51,252574;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützkewitz (Profen);4242;de:15084:4242;12,225999;51,133658;15084130;Elsteraue;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Lützschena [offen];8012275;de:14713:8012275;12,285450;51,391826;14713000;Leipzig;14713;Leipzig;14;Sachsen;NASA Master-Lieferant
Maaschwitz;17064;de:14729:17064;12,833025;51,155735;14729080;Colditz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Maasdorf;5822;de:15082:5822;11,962793;51,682154;15082377;Südliches Anhalt;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Machern (Sachsen);10850;;12,625618;51,357457;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), S-Bahnhof;90262;;12,627757;51,357624;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), S-Bahnhof/Alte Leipziger Str.;16980;de:14729:16980;12,625447;51,358388;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), S-Bahnhof/Bahnhofstr.;16979;de:14729:16979;12,627364;51,357205;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), S-Bahnhof/Zeititzer Weg;30979;de:14729:30979;12,630023;51,357401;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), Schlossblick;16981;de:14729:16981;12,641947;51,354369;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), Schlossplatz;17018;de:14729:17018;12,630355;51,360754;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), Schule;16982;de:14729:16982;12,635811;51,359766;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), Sportpark Tresenwald;30628;de:14729:30628;12,615283;51,360500;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), Tannengrund;30980;de:14729:30980;12,641606;51,353327;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern (Sachsen), Wartehalle/B6;11753;;12,628642;51,358289;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Machern(Sachs);8012284;de:14729:8012284;12,627757;51,357628;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Madel;6075;de:15086:6075;11,892891;52,230916;15086015;Burg;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Adolf-Jentzen-Str.;7354;de:15003:7354;11,571254;52,092991;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Agnetenstr.;7481;de:15003:7481;11,645800;52,147138;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Agrarstr.;9337;de:15003:9337;11,572848;52,156898;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Akener Weg;7525;de:15003:7525;11,614388;52,162187;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Albert-Einstein-Gymnasium;10399;de:15003:10399;11,594157;52,157393;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Albert-Vater-Str.;7422;de:15003:7422;11,600690;52,139099;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Alexander-Puschkin-Str.;19681;de:15003:19681;11,604477;52,132399;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Allee-Center;4493;de:15003:4493;11,637321;52,130779;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Allee-Center (Ersatzhalt) [offen];6854;de:15003:6854;11,637646;52,130583;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Alt Prester;7503;de:15003:7503;11,674337;52,105448;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Alt Prester (Ersatzhalt);6897;de:15003:6897;11,677483;52,104109;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Alt-Diesdorf;9506;de:15003:9506;11,569813;52,132396;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Alte Neustadt, Lostauer Str.;7478;de:15003:7478;11,656009;52,151718;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Alter Markt;7333;de:15003:7333;11,636666;52,131549;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Alter Markt (Ersatzhalt);6855;de:15003:6855;11,638232;52,133087;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Alt-Olvenstedt, Stephan-Schütze-Platz;22775;de:15003:22775;11,561444;52,156068;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Cracauer Tor;7347;de:15003:7347;11,653849;52,124259;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Fuchsberg;7324;de:15003:7324;11,619678;52,113894;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Hopfengarten;3663;de:15003:3663;11,621295;52,086719;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Katharinenturm;13519;de:15003:13519;11,638231;52,134795;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Nordpark;7480;de:15003:7480;11,647568;52,144195;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Pfahlberg;10464;de:15003:10464;11,627924;52,180044;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Sportplatz;9330;de:15003:9330;11,572424;52,152601;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Stadtblick;7532;de:15003:7532;11,621510;52,151547;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Stern;7310;de:15003:7310;11,582799;52,147781;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Teich;7357;de:15003:7357;11,575115;52,098211;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Torplatz;3200;de:15003:3200;11,563276;52,130480;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Am Wellenberge;7441;de:15003:7441;11,667987;52,061201;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Ambrosiusplatz;7307;de:15003:7307;11,598757;52,109423;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, AMO/Steubenallee;7462;de:15003:7462;11,629970;52,114348;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Amsdorfstr. (Ersatzhalt);6881;de:15003:6881;11,600512;52,115991;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, An den Röthen;3797;de:15003:3797;11,572851;52,146821;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, An der Elbaue;7502;de:15003:7502;11,734952;52,062514;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, An der Enckekaserne;3720;de:15003:3720;11,595884;52,123285;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, An der Lake;7433;de:15003:7433;11,682265;52,130978;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, An der Waldschule;252007;de:15003:252007;11,605934;52,153591;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Annastr.;7371;de:15003:7371;11,608732;52,131265;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, AOK;7351;de:15003:7351;11,639938;52,143153;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Apollostr. (Ersatzhalt);7031;de:15003:7031;11,605865;52,090873;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Arenen;7483;de:15003:7483;11,662434;52,128865;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Arndtstr.;7315;de:15003:7315;11,611057;52,130267;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Askanischer Platz;5254;de:15003:5254;11,650964;52,137907;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Aßmannstr.;7356;de:15003:7356;11,583662;52,102383;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Auf den Höhen;15928;de:15003:15928;11,560938;52,091508;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Aufgang Strombrücke;7032;de:15003:7032;11,643187;52,127465;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bahnhof Buckau;90397;;11,630032;52,109205;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bahnhof Eichenweiler;90265;;11,657983;52,166443;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bahnhof Herrenkrug;90396;;11,676370;52,145450;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bahnhof Herrenkrug (Tram/Bus);5252;de:15003:5252;11,675087;52,145740;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bahnhof Neustadt;90073;;11,641692;52,148840;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bahnhof SKET Industriepark;90401;;11,638278;52,097541;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bahnhof Sudenburg;90267;;11,597134;52,120426;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bahnhof Sudenburg (Bus);7452;de:15003:7452;11,597350;52,119369;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bahnhof Südost;90264;;11,669967;52,070191;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Barleber See (Buswendeschleife am Strandbad);6869;de:15003:6869;11,659311;52,215388;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Barleber See (Tram/Bus);7528;de:15003:7528;11,668628;52,209442;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Baumschule;10452;de:15083:10452;11,559056;52,058135;15083490;Sülzetal;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Baustoffversorgung;7506;de:15003:7506;11,673299;52,171733;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bebertaler Str.;7367;de:15003:7367;11,634283;52,162436;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Beimsplatz / Ersatzh.;7114;de:15003:7114;11,595539;52,128893;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Beimsstr.;7382;de:15003:7382;11,596089;52,118525;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Benediktinerstr./Gesellschaftshaus;7409;de:15003:7409;11,632828;52,111812;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Bernhard-Kellermann-Str.;911;de:15003:911;11,624257;52,097890;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Betriebshof Nord/AMROC;7497;de:15003:7497;11,671154;52,187891;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Beyendorfer Str.;7437;de:15003:7437;11,649188;52,077951;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Birkenallee;22793;de:15003:22793;11,576964;52,155801;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Birnengarten;822;de:15003:822;11,561128;52,088896;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
Magdeburg, Blankenburger Str.;7513;de:15003:7513;11,598969;52,102280;15003000;Magdeburg;15003;Magdeburg;15;Sachsen-Anhalt;NASA Master-Lieferant
